train_trades,train_win_rate,train_avg_points,train_profit_factor,validation_trades,validation_win_rate,validation_avg_points,validation_profit_factor,test_trades,test_win_rate,test_avg_points,test_profit_factor,test_total_points,test_max_loss_points,config_side,config_take_profit_points,config_stop_loss_points,config_max_hold_minutes,filters_json
3558,0.8889825744800449,0.33712759977515716,1.144945048969556,1006,0.9125248508946322,0.23091451292247533,1.0923327636233595,262,0.9618320610687023,0.9770992366412213,1.512,256.0,-50.0,long,3,50,120,"{""hour"": ""9"", ""minute_block"": ""30-44"", ""momentum_15"": ""flat""}"
3588,0.9110925306577481,0.3134894091415803,1.2080574155599106,1786,0.9456886898096305,0.3654535274356046,1.2394965691850393,759,0.9617918313570487,0.08959156785243742,1.0488505747126438,68.0,-50.0,short,2,50,60,"{""hour"": ""8"", ""minute_block"": ""45-59"", ""trend_60"": ""below_sma60""}"
3332,0.9345738295318127,0.46119447779111555,1.3277139780130718,955,0.9476439790575916,0.04418848167538581,1.0238714786740544,287,0.9616724738675958,0.18710801393728477,1.1077664057796524,53.70000000000073,-50.0,long,2,50,180,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""momentum_5"": ""flat""}"
13948,0.9204186980212217,0.1731359334671657,1.1038521496995057,3900,0.9505128205128205,0.18767948717949295,1.1095643322780346,961,0.9614984391259105,0.10603537981269662,1.058358627799096,101.90000000000146,-50.0,long,2,50,120,"{""hour"": ""9"", ""momentum_30"": ""flat""}"
13948,0.9326068253513048,0.20355606538571544,1.1225364422049808,3900,0.9561538461538461,0.2898589743589792,1.1786552457112187,961,0.9614984391259105,0.10312174817898628,1.0566641889187525,99.10000000000582,-50.0,long,2,50,180,"{""hour"": ""9"", ""momentum_30"": ""flat""}"
13432,0.8939845145920191,0.05883338296604499,1.0224595358883606,3771,0.9273402280562185,0.2883585255900334,1.1156365647198965,1003,0.9611166500498505,1.028414755732809,1.5544208546089822,1031.5000000000073,-50.0,long,3,50,180,"{""hour"": ""9"", ""momentum_15"": ""flat""}"
13432,0.877829064919595,0.058442525312688696,1.0227228978786667,3771,0.9185892336250332,0.037204985415011986,1.0136932821909261,1003,0.9611166500498505,0.9966101694915239,1.5282181357006963,999.5999999999985,-50.0,long,3,50,120,"{""hour"": ""9"", ""momentum_15"": ""flat""}"
3960,0.9323232323232323,0.40429292929292837,1.2768459277191762,2074,0.95274831243973,0.03326904532304024,1.017769765645116,915,0.9595628415300547,0.0367213114754162,1.0195076637250382,33.60000000000582,-50.0,long,2,50,180,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""trend_60"": ""above_sma60""}"
3960,0.9255050505050505,0.34633838383838156,1.2302642624492106,2074,0.9484088717454194,0.022637415621979833,1.0120785685802822,915,0.9595628415300547,0.00775956284153244,1.0040596946652194,7.100000000002183,-50.0,long,2,50,120,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""trend_60"": ""above_sma60""}"
9439,0.8184129674753682,0.012411272380542968,1.0051178771840512,1518,0.8603425559947299,0.5797101449275386,1.2915838303512268,147,0.9591836734693877,1.6081632653061075,2.2668810289388803,236.39999999999782,-50.0,long,3,50,60,"{""hour"": ""9"", ""momentum_5"": ""flat"", ""volatility_30"": ""vol_low""}"
1131,0.8947833775419982,0.4146330680813494,1.3027534781626309,1000,0.914,0.12939999999998691,1.0762522097819598,529,0.9584120982986768,0.8336483931947001,1.7696335078533918,440.99999999999636,-50.0,long,2,50,30,"{""hour"": ""10"", ""momentum_15"": ""down"", ""trend_60"": ""above_sma60""}"
5885,0.8954970263381479,0.11862361937127835,1.0462388310802289,1384,0.9407514450867052,1.0768786127167693,1.6169895678092459,166,0.9578313253012049,1.5006024096386112,2.0930232558140403,249.10000000000946,-50.0,long,3,50,180,"{""hour"": ""9"", ""momentum_5"": ""up"", ""volatility_30"": ""vol_low""}"
5885,0.8795242141036533,0.07423109600679237,1.0289972917717636,1384,0.9291907514450867,0.9134393063584056,1.4882589216746676,166,0.9578313253012049,1.3240963855421644,1.8545878693623588,219.79999999999927,-50.0,long,3,50,120,"{""hour"": ""9"", ""momentum_5"": ""up"", ""volatility_30"": ""vol_low""}"
1831,0.823593664664118,0.38558164937194184,1.1862330022817575,1360,0.8669117647058824,0.017426470588209078,1.0067669816977312,586,0.9573378839590444,1.2510238907849804,1.7717654489946284,733.0999999999985,-50.0,long,3,50,60,"{""hour"": ""12"", ""minute_block"": ""30-44"", ""momentum_15"": ""down""}"
13948,0.8817751648981933,0.029559793518778785,1.0170791115382356,3900,0.9294871794871795,0.10506410256411843,1.0599290650480917,961,0.9573361082206036,0.29937565036420094,1.1853378857179646,287.6999999999971,-50.0,long,2,50,60,"{""hour"": ""9"", ""momentum_30"": ""flat""}"
3224,0.8799627791563276,0.4520781637716969,1.2073758945975472,1125,0.9031111111111111,0.06528888888888953,1.0246928106772455,257,0.9571984435797666,0.9377431906614786,1.4849094567404426,241.0,-50.0,long,3,50,120,"{""hour"": ""10"", ""minute_block"": ""15-29"", ""momentum_15"": ""flat""}"
21386,0.8936687552604508,0.10891237258018359,1.0423937585146494,4219,0.9386110452713913,1.1130125622185403,1.6536287965257142,463,0.9568034557235421,1.1280777537797195,1.6474525846039627,522.3000000000102,-50.0,long,3,50,180,"{""hour"": ""9"", ""volatility_30"": ""vol_low""}"
21386,0.877115870195455,0.07388946039464853,1.0289254458622619,4219,0.9291301256221853,0.9021095046219553,1.479508145087125,463,0.9568034557235421,1.065226781857453,1.5900933237616668,493.2000000000007,-50.0,long,3,50,120,"{""hour"": ""9"", ""volatility_30"": ""vol_low""}"
3588,0.8968784838350056,0.3826505016722517,1.1662056400602918,1786,0.9456886898096305,0.6410694288913757,1.291926416032431,759,0.9565217391304348,0.7619235836627132,1.3615052822404194,578.2999999999993,-50.0,short,3,50,120,"{""hour"": ""8"", ""minute_block"": ""45-59"", ""trend_60"": ""below_sma60""}"
3588,0.9052396878483835,0.3288740245261944,1.1377860812704323,1786,0.9501679731243001,0.6080907054871257,1.27117691856328,759,0.9565217391304348,0.6956521739130435,1.32,528.0,-50.0,short,3,50,180,"{""hour"": ""8"", ""minute_block"": ""45-59"", ""trend_60"": ""below_sma60""}"
355,0.9211267605633803,0.8721126760563441,1.461126005361935,877,0.9600912200684151,0.9786773090079892,1.5146609102356599,732,0.9562841530054644,0.7866120218579224,1.3777719459388524,575.7999999999993,-50.0,short,3,50,120,"{""hour"": ""12"", ""momentum_5"": ""up"", ""volatility_30"": ""vol_high""}"
355,0.9436619718309859,1.744366197183119,2.605314322747943,877,0.9612314709236032,0.9705815279361468,1.507331028728097,732,0.9562841530054644,0.6830601092896175,1.3125,500.0,-50.0,short,3,50,180,"{""hour"": ""12"", ""momentum_5"": ""up"", ""volatility_30"": ""vol_high""}"
336,0.9404761904761905,0.8139880952381385,1.7629009762901693,832,0.9399038461538461,0.45853365384615385,1.3226215644820296,659,0.9559939301972686,0.6772382397572289,1.5484822416124142,446.3000000000138,-50.0,short,2,50,30,"{""hour"": ""12"", ""momentum_15"": ""up"", ""volatility_30"": ""vol_high""}"
3981,0.9130871640291384,0.3024114544084304,1.198743716519047,2001,0.9355322338830585,0.14797601199400226,1.0858783607413203,807,0.9553903345724907,0.09392812887237942,1.051698267630617,75.80000000001019,-50.0,long,2,50,120,"{""hour"": ""12"", ""minute_block"": ""45-59"", ""trend_60"": ""below_sma60""}"
1953,0.9001536098310292,0.3669738863287217,1.2561884506085652,1659,0.9409282700421941,0.20536467751656134,1.1224966742170828,806,0.9553349875930521,0.21277915632755698,1.125319693094638,171.5000000000109,-50.0,short,2,50,120,"{""hour"": ""12"", ""momentum_5"": ""up"", ""trend_60"": ""below_sma60""}"
3960,0.9027777777777778,0.3216035353535333,1.2170756027510488,2074,0.922854387656702,0.1505303760848535,1.0888471498904309,915,0.9540983606557377,0.07759562841530453,1.0423880597014947,71.00000000000364,-50.0,long,2,50,60,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""trend_60"": ""above_sma60""}"
6736,0.8901425178147269,0.04824079572445514,1.018423551756881,2111,0.9246802463287541,0.402913311226896,1.1699247819876282,566,0.9540636042402827,0.6418727915194398,1.289090475053715,363.3000000000029,-50.0,long,3,50,180,"{""hour"": ""9"", ""momentum_15"": ""flat"", ""trend_60"": ""above_sma60""}"
2115,0.9106382978723404,0.6524349881796672,1.313749118937722,1493,0.9356999330207636,0.344072337575357,1.1396948848339838,672,0.9538690476190477,0.773958333333342,1.3707320550288744,520.1000000000058,-50.0,long,3,50,180,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""momentum_15"": ""up""}"
2115,0.8959810874704491,0.5220803782505853,1.2413367283377195,1493,0.9316811788345613,0.43874748827863314,1.186202191617277,672,0.9538690476190477,0.741964285714289,1.3500421229991597,498.6000000000022,-50.0,long,3,50,120,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""momentum_15"": ""up""}"
10742,0.9250605101470862,0.043944330664676394,1.0243376804831938,2288,0.9484265734265734,0.401027097902096,1.2680974155940903,259,0.9536679536679536,0.08339768339770587,1.0457239627434507,21.60000000000582,-50.0,long,2,50,180,"{""hour"": ""9"", ""trend_60"": ""above_sma60"", ""volatility_30"": ""vol_low""}"
355,0.9126760563380282,0.8263380281690202,1.4322552125543404,877,0.9384264538198404,0.7621436716077512,1.3712095968010647,732,0.953551912568306,0.9846994535519016,1.5249053306146139,720.799999999992,-50.0,short,3,50,60,"{""hour"": ""12"", ""momentum_5"": ""up"", ""volatility_30"": ""vol_high""}"
409,0.9315403422982885,0.7555012224939409,1.6821192052980942,803,0.9364881693648817,0.07141967621419948,1.0396433138630645,642,0.9532710280373832,0.455140186915889,1.313586606567934,292.2000000000007,-50.0,short,2,50,30,"{""hour"": ""12"", ""trend_60"": ""above_sma60"", ""volatility_30"": ""vol_high""}"
7325,0.9097610921501706,0.5450307167235644,1.4289482449260418,2058,0.9421768707482994,0.03804664723032388,1.0206068900176348,595,0.9529411764705882,0.30638655462185976,1.191834157634439,182.30000000000655,-50.0,long,2,50,120,"{""hour"": ""11"", ""momentum_15"": ""flat"", ""trend_60"": ""below_sma60""}"
1131,0.8558797524314765,0.5506631299734452,1.1493758019835134,1000,0.9,0.5442999999999811,1.138263012167546,529,0.9527410207939508,2.4317580340264677,2.049608355091386,1286.4000000000015,-50.0,long,5,50,180,"{""hour"": ""10"", ""momentum_15"": ""down"", ""trend_60"": ""above_sma60""}"
1131,0.8903625110521662,1.0160919540229667,1.6153681392235393,1000,0.899,0.05805000000001383,1.0219973853237136,529,0.9527410207939508,1.2871455576559436,1.8192756587654788,680.8999999999942,-50.0,long,3,50,60,"{""hour"": ""10"", ""momentum_15"": ""down"", ""trend_60"": ""above_sma60""}"
2115,0.8699763593380615,0.37458628841607566,1.1677909205468429,1493,0.9095780308104487,0.34511051574010104,1.1449509797026338,672,0.9523809523809523,0.8793154761904783,1.4445865623354166,590.9000000000015,-50.0,long,3,50,60,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""momentum_15"": ""up""}"
1831,0.8361551064991808,0.043091206990712276,1.026645953293593,1360,0.8808823529411764,0.12930147058820213,1.079256338028147,586,0.9522184300341296,0.6778156996586919,1.5525876460767805,397.19999999999345,-50.0,long,2,50,30,"{""hour"": ""12"", ""minute_block"": ""30-44"", ""momentum_15"": ""down""}"
920,0.9021739130434783,0.4052717391304332,1.1761093923434798,763,0.9318479685452162,0.008125819134989632,1.0029151777318022,497,0.9517102615694165,0.6231388329979821,1.2791850716668136,309.6999999999971,-50.0,short,3,50,180,"{""hour"": ""11"", ""momentum_15"": ""up"", ""trend_60"": ""below_sma60""}"
3710,0.8234501347708895,0.2585849056603701,1.067201843698884,1083,0.9095106186518929,1.4104339796860472,1.450430526067464,289,0.9515570934256056,2.5391003460207586,2.1444167186525243,733.7999999999993,-50.0,long,5,50,180,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""momentum_15"": ""flat""}"
3710,0.8067385444743935,0.24438005390835618,1.0649025727661892,1083,0.9030470914127424,1.2492151431209617,1.3829215136848665,289,0.9515570934256056,2.4737024221453465,2.0892884351668592,714.9000000000051,-50.0,long,5,50,120,"{""hour"": ""9"", ""minute_block"": ""45-59"", ""momentum_15"": ""flat""}"
